issue_d,loan_amnt,int_rate,term,grade,home_ownership,purpose,annual_inc,dti,fico,loan_status
2018-09-01,2812,9.3, 36 months,B,RENT,debt_consolidation,72027.0,20.05,614,Charged Off
2018-09-01,24592,15.19, 36 months,D,MORTGAGE,home_improvement,84349.0,21.8,711,Fully Paid
2018-09-01,25761,5.15, 36 months,B,RENT,other,48195.0,2.21,840,Fully Paid
2018-09-01,33928,5.0, 60 months,A,MORTGAGE,credit_card,59575.0,19.46,718,Fully Paid
2018-09-01,4610,5.0, 36 months,A,RENT,home_improvement,54370.0,25.46,651,Fully Paid
2018-09-01,18283,5.0, 60 months,A,RENT,credit_card,57577.0,19.76,798,Fully Paid
2018-09-01,25943,6.75, 36 months,B,RENT,small_business,77548.0,7.32,771,Fully Paid
2018-09-01,24122,17.21, 36 months,E,MORTGAGE,small_business,74070.0,10.85,802,Fully Paid
2018-09-01,7030,15.5, 60 months,D,RENT,credit_card,79168.0,5.67,633,Charged Off
2018-09-01,33247,14.56, 60 months,D,RENT,credit_card,85272.0,9.51,705,Fully Paid
2018-09-01,32382,5.0, 60 months,A,RENT,small_business,51062.0,12.92,816,Fully Paid
2018-09-01,21960,14.26, 36 months,D,MORTGAGE,other,87209.0,11.43,776,Fully Paid
2018-09-01,17497,6.93, 36 months,B,MORTGAGE,debt_consolidation,99033.0,20.86,765,Fully Paid
2018-09-01,30686,5.53, 36 months,B,MORTGAGE,other,90039.0,16.63,829,Fully Paid
2018-09-01,4687,15.26, 60 months,E,MORTGAGE,debt_consolidation,58565.0,17.45,804,Charged Off
2018-09-01,12622,13.4, 36 months,C,MORTGAGE,credit_card,73381.0,32.26,663,Fully Paid
2018-09-01,11985,13.06, 36 months,C,RENT,debt_consolidation,80171.0,24.18,703,Charged Off
2018-09-01,29968,14.42, 60 months,C,RENT,debt_consolidation,47084.0,13.34,659,Charged Off
2018-09-01,22462,5.0, 36 months,B,MORTGAGE,debt_consolidation,95695.0,17.68,833,Fully Paid
2018-09-01,13572,15.69, 36 months,E,MORTGAGE,home_improvement,47724.0,5.42,757,Charged Off
2018-10-01,9513,12.0, 36 months,D,MORTGAGE,small_business,104930.0,14.51,810,Fully Paid
2018-10-01,16312,5.0, 36 months,A,RENT,debt_consolidation,102361.0,20.39,621,Fully Paid
2018-10-01,30222,9.4, 36 months,C,OWN,home_improvement,104200.0,20.25,834,Fully Paid
2018-10-01,32420,5.0, 36 months,A,RENT,debt_consolidation,71890.0,10.07,629,Fully Paid
2018-10-01,11608,15.38, 60 months,D,MORTGAGE,debt_consolidation,49592.0,14.61,744,Charged Off
2018-10-01,14280,12.4, 36 months,C,OWN,credit_card,83951.0,9.42,780,Fully Paid
2018-10-01,23952,18.7, 36 months,E,OWN,home_improvement,123813.0,16.54,636,Fully Paid
2018-10-01,20640,10.54, 60 months,C,MORTGAGE,debt_consolidation,36520.0,19.05,803,Fully Paid
2018-10-01,26870,7.73, 60 months,B,OWN,home_improvement,96725.0,1.47,655,Charged Off
2018-10-01,24386,5.0, 36 months,A,MORTGAGE,home_improvement,86836.0,25.58,690,Fully Paid
2018-10-01,15142,5.0, 60 months,A,OWN,debt_consolidation,98369.0,26.78,832,Charged Off
2018-10-01,16163,12.87, 36 months,C,MORTGAGE,other,111231.0,33.14,663,Charged Off
2018-10-01,20395,5.0, 36 months,A,OWN,debt_consolidation,87145.0,2.21,767,Fully Paid
2018-10-01,19393,16.18, 60 months,D,MORTGAGE,other,116669.0,0.0,652,Charged Off
2018-10-01,17322,19.13, 36 months,F,OWN,debt_consolidation,92922.0,2.85,745,Fully Paid
2018-10-01,13592,13.49, 36 months,D,RENT,small_business,61341.0,8.12,775,Fully Paid
2018-10-01,14225,20.74, 36 months,F,RENT,debt_consolidation,99919.0,19.49,680,Fully Paid
2018-10-01,17594,10.97, 36 months,C,RENT,debt_consolidation,80258.0,8.78,807,Fully Paid
2018-10-01,13071,5.0, 36 months,A,RENT,other,96142.0,21.94,790,Fully Paid
2018-10-01,11704,17.07, 60 months,D,MORTGAGE,debt_consolidation,64527.0,23.61,608,Fully Paid
2018-10-01,12744,7.33, 36 months,B,OWN,debt_consolidation,80276.0,6.16,787,Fully Paid
2018-10-01,28085,15.16, 36 months,D,RENT,credit_card,118068.0,20.67,687,Fully Paid
2018-10-01,18547,6.86, 60 months,B,OWN,debt_consolidation,97537.0,21.87,683,Charged Off
2018-10-01,7019,11.16, 36 months,C,RENT,debt_consolidation,47142.0,4.43,781,Fully Paid
2018-10-01,18772,5.0, 36 months,A,RENT,small_business,76156.0,27.01,669,Charged Off
2018-10-01,27627,15.47, 36 months,D,OWN,other,85690.0,9.51,674,Fully Paid
2018-10-01,1954,5.83, 60 months,B,MORTGAGE,debt_consolidation,68542.0,17.58,815,Fully Paid
2018-10-01,9048,5.0, 36 months,A,OWN,small_business,57908.0,33.48,646,Charged Off
2018-10-01,29894,27.82, 36 months,G,OWN,small_business,98393.0,13.99,622,Charged Off
2018-10-01,14137,14.21, 36 months,C,RENT,other,69775.0,0.0,688,Fully Paid
2018-10-01,32023,16.28, 60 months,D,RENT,debt_consolidation,111686.0,12.44,664,Fully Paid
2018-10-01,15347,5.0, 36 months,A,MORTGAGE,debt_consolidation,45934.0,10.78,638,Fully Paid
2018-10-01,3126,21.03, 60 months,F,OWN,credit_card,96983.0,2.15,693,Charged Off
2018-10-01,28336,19.22, 36 months,E,MORTGAGE,debt_consolidation,96148.0,3.78,647,Fully Paid
2018-10-01,23323,5.0, 36 months,A,RENT,debt_consolidation,54693.0,18.02,722,Fully Paid
2018-10-01,25161,7.0, 60 months,B,RENT,home_improvement,63314.0,21.74,735,Fully Paid
2018-10-01,33086,13.41, 36 months,D,MORTGAGE,other,116059.0,21.63,689,Fully Paid
2018-10-01,3436,13.72, 36 months,D,RENT,home_improvement,75641.0,15.96,780,Fully Paid
2018-10-01,20861,5.0, 36 months,A,OWN,credit_card,91559.0,17.15,687,Fully Paid
2018-10-01,23712,5.0, 60 months,A,MORTGAGE,debt_consolidation,74262.0,20.93,769,Fully Paid
2018-10-01,8174,5.0, 36 months,A,MORTGAGE,other,86952.0,18.77,669,Fully Paid
2018-10-01,29577,18.83, 60 months,E,RENT,other,74860.0,15.91,644,Charged Off
2018-10-01,31673,12.37, 60 months,C,OWN,credit_card,34688.0,7.93,742,Fully Paid
2018-11-01,3675,13.24, 60 months,D,OWN,debt_consolidation,101276.0,20.6,804,Fully Paid
2018-11-01,1613,20.71, 36 months,F,RENT,debt_consolidation,28575.0,12.12,698,Charged Off
2018-11-01,5209,16.04, 60 months,D,MORTGAGE,debt_consolidation,57932.0,2.98,667,Charged Off
2018-11-01,21511,6.59, 36 months,B,MORTGAGE,debt_consolidation,80086.0,18.13,746,Fully Paid
2018-11-01,21447,12.98, 36 months,C,MORTGAGE,debt_consolidation,73700.0,19.56,693,Fully Paid
2018-11-01,5178,6.67, 36 months,B,RENT,credit_card,89628.0,12.54,726,Fully Paid
2018-11-01,26740,5.0, 36 months,A,RENT,home_improvement,59965.0,21.91,631,Fully Paid
2018-11-01,19256,21.69, 36 months,F,OWN,other,94332.0,17.03,671,Fully Paid
2018-11-01,16443,5.57, 36 months,B,RENT,debt_consolidation,122744.0,5.56,843,Fully Paid
2018-11-01,31588,5.0, 60 months,A,OWN,debt_consolidation,96965.0,16.86,633,Charged Off
2018-11-01,26457,12.19, 36 months,C,MORTGAGE,debt_consolidation,92246.0,20.84,730,Fully Paid
2018-11-01,26558,21.97, 36 months,F,RENT,debt_consolidation,58274.0,17.92,619,Charged Off
2018-11-01,20056,15.46, 36 months,C,RENT,debt_consolidation,69880.0,13.34,607,Fully Paid
2018-11-01,17024,17.0, 60 months,E,MORTGAGE,debt_consolidation,70449.0,6.35,798,Fully Paid
2018-11-01,11010,10.48, 36 months,C,RENT,debt_consolidation,56831.0,14.95,812,Fully Paid
2018-11-01,8634,17.12, 60 months,E,MORTGAGE,debt_consolidation,114431.0,18.13,689,Charged Off
2018-11-01,2667,5.0, 36 months,A,MORTGAGE,debt_consolidation,90231.0,21.82,653,Fully Paid
2018-11-01,14717,5.0, 36 months,A,RENT,debt_consolidation,66878.0,17.4,703,Fully Paid
2018-11-01,14631,8.16, 60 months,B,MORTGAGE,credit_card,51914.0,16.27,728,Fully Paid
2018-11-01,15940,17.83, 36 months,E,MORTGAGE,debt_consolidation,88029.0,12.92,687,Fully Paid
2018-11-01,22794,8.67, 36 months,B,MORTGAGE,debt_consolidation,71037.0,3.27,673,Charged Off
2018-11-01,26822,7.18, 36 months,B,MORTGAGE,credit_card,70591.0,17.89,662,Fully Paid
2018-11-01,25126,7.81, 36 months,B,MORTGAGE,small_business,80834.0,0.0,667,Fully Paid
2018-11-01,8714,5.0, 36 months,A,RENT,small_business,42513.0,6.89,841,Fully Paid
2018-11-01,24993,19.92, 36 months,F,RENT,other,51303.0,27.35,643,Fully Paid
2018-11-01,20358,8.79, 36 months,B,OWN,debt_consolidation,105926.0,10.93,629,Fully Paid
2018-11-01,12284,18.28, 60 months,E,MORTGAGE,debt_consolidation,94757.0,23.28,667,Charged Off
2018-11-01,9748,19.36, 36 months,E,MORTGAGE,debt_consolidation,92016.0,0.31,628,Fully Paid
2018-11-01,5113,5.0, 36 months,A,OWN,credit_card,80455.0,24.36,722,Fully Paid
2018-11-01,25665,5.0, 36 months,A,OWN,debt_consolidation,96726.0,28.92,659,Fully Paid
2018-11-01,25940,10.06, 36 months,C,MORTGAGE,other,44481.0,20.48,838,Fully Paid
2018-11-01,6251,10.67, 36 months,C,MORTGAGE,credit_card,99315.0,0.83,702,Fully Paid
2018-11-01,14875,6.23, 36 months,B,RENT,other,91802.0,28.06,834,Fully Paid
2018-12-01,2124,13.67, 36 months,C,MORTGAGE,home_improvement,93156.0,12.1,783,Fully Paid
2018-12-01,2834,9.7, 36 months,C,MORTGAGE,debt_consolidation,135579.0,13.53,785,Fully Paid
2018-12-01,31899,19.01, 36 months,E,OWN,debt_consolidation,73081.0,11.35,640,Charged Off
2018-12-01,26707,6.72, 36 months,B,RENT,debt_consolidation,70840.0,29.11,808,Fully Paid
2018-12-01,31606,11.2, 36 months,C,RENT,home_improvement,123191.0,19.11,784,Fully Paid
2018-12-01,21400,17.63, 36 months,E,MORTGAGE,home_improvement,51242.0,15.61,685,Fully Paid
2018-12-01,11051,24.38, 36 months,G,MORTGAGE,debt_consolidation,43233.0,13.83,687,Charged Off
2018-12-01,16791,16.03, 36 months,E,RENT,credit_card,95090.0,7.58,764,Fully Paid
2018-12-01,25265,12.93, 60 months,D,OWN,debt_consolidation,106007.0,19.21,810,Fully Paid
2018-12-01,30193,7.55, 36 months,B,RENT,debt_consolidation,52887.0,3.25,674,Fully Paid
2018-12-01,29545,19.29, 36 months,E,RENT,credit_card,38574.0,19.49,606,Charged Off
2018-12-01,1791,12.09, 60 months,C,RENT,debt_consolidation,71133.0,11.21,683,Fully Paid
2018-12-01,19556,5.08, 60 months,B,RENT,debt_consolidation,124995.0,18.37,823,Fully Paid
2018-12-01,34287,7.46, 36 months,B,RENT,small_business,93629.0,25.68,708,Fully Paid
2018-12-01,34177,15.9, 36 months,D,RENT,debt_consolidation,80564.0,12.73,679,Fully Paid
2018-12-01,25404,12.48, 36 months,C,OWN,debt_consolidation,92954.0,0.13,703,Fully Paid
2018-12-01,7459,5.0, 36 months,A,OWN,debt_consolidation,48507.0,33.69,761,Charged Off
2018-12-01,29226,5.0, 36 months,A,MORTGAGE,debt_consolidation,29027.0,14.83,814,Fully Paid
2018-12-01,14462,16.4, 36 months,F,OWN,small_business,125978.0,20.67,825,Charged Off
2018-12-01,19962,5.0, 60 months,A,RENT,other,48434.0,21.67,747,Charged Off
2018-12-01,9728,13.24, 36 months,C,OWN,home_improvement,67280.0,14.57,638,Fully Paid
2018-12-01,34727,11.33, 36 months,C,RENT,credit_card,92686.0,19.86,814,Fully Paid
2018-12-01,11936,12.03, 60 months,D,RENT,debt_consolidation,54640.0,7.7,807,Charged Off
2018-12-01,12718,14.69, 36 months,D,MORTGAGE,debt_consolidation,109003.0,10.57,693,Fully Paid
2018-12-01,31278,25.33, 36 months,G,OWN,debt_consolidation,87651.0,14.7,630,Charged Off
2018-12-01,13989,5.0, 60 months,A,MORTGAGE,debt_consolidation,32150.0,3.95,609,Fully Paid
2018-12-01,29615,8.71, 36 months,B,MORTGAGE,debt_consolidation,70393.0,16.53,616,Fully Paid
2018-12-01,6397,7.91, 60 months,B,MORTGAGE,home_improvement,98009.0,7.66,627,Charged Off
2018-12-01,21406,10.96, 36 months,C,RENT,home_improvement,89452.0,17.64,828,Fully Paid
2018-12-01,10513,15.0, 36 months,D,MORTGAGE,debt_consolidation,80964.0,17.23,762,Fully Paid
2018-12-01,22061,5.0, 60 months,A,MORTGAGE,debt_consolidation,45374.0,17.14,823,Fully Paid
2018-12-01,25024,6.74, 36 months,B,RENT,debt_consolidation,56206.0,23.97,743,Charged Off
2018-12-01,12441,12.19, 60 months,C,MORTGAGE,home_improvement,84688.0,17.78,674,Fully Paid
2018-12-01,29547,13.7, 36 months,D,OWN,debt_consolidation,76332.0,7.9,768,Fully Paid
2018-12-01,33260,5.0, 60 months,A,OWN,home_improvement,104095.0,23.11,745,Fully Paid
2018-12-01,2798,12.37, 36 months,C,MORTGAGE,debt_consolidation,98422.0,21.14,698,Fully Paid
2018-12-01,23687,5.0, 60 months,A,OWN,debt_consolidation,117733.0,18.78,675,Fully Paid
2018-12-01,8732,8.02, 36 months,B,RENT,debt_consolidation,53024.0,17.74,652,Fully Paid
2018-12-01,18003,18.35, 36 months,E,OWN,debt_consolidation,93458.0,7.19,645,Fully Paid
2018-12-01,27669,13.51, 36 months,D,OWN,debt_consolidation,103199.0,13.81,791,Fully Paid
2018-12-01,31092,5.0, 36 months,B,MORTGAGE,debt_consolidation,68723.0,9.2,823,Fully Paid
2018-12-01,17739,8.21, 60 months,B,RENT,debt_consolidation,30288.0,20.51,678,Fully Paid
2018-12-01,26683,5.0, 60 months,A,RENT,debt_consolidation,60893.0,13.21,772,Fully Paid
2018-12-01,1035,7.72, 36 months,B,OWN,debt_consolidation,95785.0,19.59,656,Fully Paid
2018-12-01,13204,5.0, 60 months,A,MORTGAGE,credit_card,82302.0,41.29,818,Fully Paid
2018-12-01,4684,13.16, 60 months,D,MORTGAGE,debt_consolidation,66930.0,0.0,808,Fully Paid
2018-12-01,21906,6.04, 36 months,B,MORTGAGE,credit_card,73391.0,8.17,847,Fully Paid
2018-12-01,23114,5.64, 36 months,B,RENT,small_business,84215.0,5.67,788,Fully Paid
2018-12-01,30692,10.21, 60 months,C,MORTGAGE,debt_consolidation,98587.0,21.45,708,Fully Paid
2019-01-01,18114,5.0, 36 months,A,RENT,debt_consolidation,93884.0,26.15,795,Fully Paid
2019-01-01,27718,5.0, 36 months,A,RENT,credit_card,58786.0,3.66,635,Fully Paid
2019-01-01,33102,12.28, 36 months,C,RENT,home_improvement,83183.0,19.55,721,Charged Off
2019-01-01,7172,13.43, 36 months,C,OWN,small_business,30256.0,10.83,705,Fully Paid
2019-01-01,20127,15.38, 36 months,E,OWN,debt_consolidation,96533.0,22.0,798,Fully Paid
2019-01-01,7919,5.0, 36 months,A,RENT,credit_card,123085.0,12.1,845,Fully Paid
2019-01-01,31611,6.0, 36 months,B,MORTGAGE,debt_consolidation,90983.0,2.39,817,Fully Paid
2019-01-01,18355,5.0, 60 months,A,MORTGAGE,home_improvement,89264.0,23.58,795,Fully Paid
2019-01-01,4695,14.28, 36 months,D,OWN,debt_consolidation,107669.0,4.91,812,Fully Paid
2019-01-01,29446,8.3, 60 months,B,RENT,small_business,109109.0,27.06,746,Fully Paid
2019-01-01,3385,5.0, 36 months,A,RENT,credit_card,87034.0,24.71,808,Fully Paid
2019-01-01,7229,7.35, 36 months,B,MORTGAGE,debt_consolidation,37547.0,17.7,650,Fully Paid
2019-01-01,27590,12.33, 60 months,C,RENT,debt_consolidation,51496.0,24.43,681,Charged Off
2019-01-01,25605,9.83, 36 months,C,MORTGAGE,home_improvement,83688.0,14.71,845,Fully Paid
2019-01-01,34973,5.0, 36 months,A,RENT,credit_card,31155.0,9.71,753,Fully Paid
2019-01-01,18544,5.0, 36 months,A,RENT,debt_consolidation,78052.0,16.05,845,Fully Paid
2019-01-01,25410,5.67, 60 months,B,MORTGAGE,other,60258.0,4.51,760,Fully Paid
2019-01-01,15268,14.32, 36 months,C,OWN,debt_consolidation,79332.0,18.48,619,Fully Paid
2019-01-01,27221,5.11, 36 months,B,RENT,debt_consolidation,95072.0,6.99,777,Fully Paid
2019-01-01,2602,7.71, 36 months,B,RENT,credit_card,68796.0,31.84,801,Fully Paid
2019-01-01,16532,5.31, 36 months,B,MORTGAGE,small_business,92591.0,17.74,822,Fully Paid
2019-01-01,31640,15.1, 36 months,D,RENT,small_business,58340.0,16.01,686,Fully Paid
2019-01-01,6839,12.22, 36 months,C,OWN,debt_consolidation,66917.0,31.5,709,Fully Paid
2019-01-01,12122,14.66, 36 months,C,RENT,other,57884.0,20.59,611,Charged Off
2019-01-01,3385,5.0, 36 months,A,MORTGAGE,debt_consolidation,15000.0,4.32,795,Fully Paid
2019-01-01,26479,13.08, 36 months,C,RENT,debt_consolidation,83877.0,21.61,609,Fully Paid
2019-01-01,7508,9.86, 36 months,B,MORTGAGE,credit_card,39284.0,17.85,600,Charged Off
2019-01-01,21868,5.0, 36 months,A,OWN,credit_card,54240.0,18.01,782,Fully Paid
2019-01-01,25353,15.76, 36 months,D,OWN,credit_card,73656.0,20.55,661,Fully Paid
2019-01-01,29639,14.46, 36 months,E,RENT,debt_consolidation,26927.0,26.87,813,Fully Paid
2019-01-01,27955,5.0, 36 months,A,OWN,debt_consolidation,79041.0,14.67,797,Fully Paid
2019-01-01,32026,12.73, 36 months,C,OWN,credit_card,59463.0,17.72,692,Fully Paid
2019-01-01,33569,9.26, 60 months,B,MORTGAGE,credit_card,21975.0,13.68,650,Fully Paid
2019-01-01,18561,13.39, 36 months,D,RENT,other,19452.0,14.97,835,Fully Paid
2019-01-01,18967,6.39, 36 months,B,RENT,debt_consolidation,75304.0,21.23,729,Fully Paid
2019-01-01,12851,5.0, 36 months,A,RENT,debt_consolidation,75706.0,12.42,770,Fully Paid
2019-01-01,5327,12.76, 60 months,D,OWN,debt_consolidation,62862.0,20.79,784,Fully Paid
2019-01-01,32901,5.0, 36 months,A,OWN,other,98871.0,15.98,638,Fully Paid
2019-01-01,26306,13.64, 36 months,C,MORTGAGE,debt_consolidation,55680.0,8.48,647,Fully Paid
2019-01-01,12858,14.88, 36 months,D,RENT,debt_consolidation,112809.0,20.64,736,Fully Paid
2019-01-01,1089,5.0, 60 months,A,RENT,credit_card,57416.0,5.46,845,Fully Paid
2019-01-01,15638,5.0, 60 months,A,MORTGAGE,debt_consolidation,68352.0,20.47,690,Fully Paid
2019-01-01,17060,5.0, 36 months,A,RENT,debt_consolidation,37901.0,10.28,789,Fully Paid
2019-01-01,25806,5.0, 60 months,A,OWN,debt_consolidation,66137.0,28.06,762,Fully Paid
2019-01-01,16207,15.56, 36 months,E,OWN,credit_card,31141.0,6.82,811,Fully Paid
2019-01-01,24866,15.51, 36 months,D,MORTGAGE,debt_consolidation,79710.0,11.25,642,Charged Off
2019-02-01,22565,7.93, 36 months,B,MORTGAGE,debt_consolidation,100988.0,9.02,607,Charged Off
2019-02-01,27684,20.12, 60 months,F,MORTGAGE,other,105315.0,32.91,679,Fully Paid
2019-02-01,33534,5.0, 60 months,A,MORTGAGE,credit_card,73080.0,8.74,762,Fully Paid
2019-02-01,16981,10.36, 36 months,C,OWN,other,70901.0,17.03,801,Fully Paid
2019-02-01,4341,14.46, 60 months,D,OWN,debt_consolidation,109888.0,11.11,775,Fully Paid
2019-02-01,27981,5.0, 36 months,A,RENT,debt_consolidation,56552.0,23.02,739,Fully Paid
2019-02-01,3047,14.02, 36 months,D,MORTGAGE,home_improvement,103551.0,17.79,818,Fully Paid
2019-02-01,19317,12.5, 36 months,C,RENT,debt_consolidation,37629.0,18.71,752,Fully Paid
2019-02-01,16414,7.39, 36 months,B,MORTGAGE,home_improvement,98414.0,16.39,751,Fully Paid
2019-02-01,16320,17.18, 36 months,E,OWN,credit_card,19277.0,28.18,651,Fully Paid
2019-02-01,7739,5.0, 60 months,A,RENT,home_improvement,120128.0,38.4,772,Fully Paid
2019-02-01,25124,9.71, 36 months,C,MORTGAGE,debt_consolidation,96755.0,11.22,848,Fully Paid
2019-02-01,22340,6.13, 36 months,B,MORTGAGE,other,126196.0,18.26,777,Charged Off
2019-02-01,3948,5.0, 36 months,A,RENT,other,89531.0,7.56,674,Fully Paid
2019-02-01,26843,5.0, 36 months,A,RENT,home_improvement,20745.0,1.86,705,Fully Paid
2019-02-01,6018,5.0, 36 months,B,RENT,debt_consolidation,61567.0,28.53,840,Fully Paid
2019-02-01,26977,14.05, 36 months,D,MORTGAGE,credit_card,71267.0,11.13,750,Fully Paid
2019-02-01,24141,18.54, 36 months,E,OWN,debt_consolidation,43058.0,19.84,633,Fully Paid
2019-02-01,33773,5.0, 36 months,A,OWN,small_business,95216.0,14.57,669,Fully Paid
2019-02-01,29620,5.0, 36 months,A,RENT,credit_card,69522.0,14.68,845,Fully Paid
2019-02-01,23807,16.14, 36 months,E,RENT,home_improvement,52713.0,0.0,700,Fully Paid
2019-02-01,12776,5.0, 36 months,A,OWN,credit_card,100886.0,37.62,706,Fully Paid
2019-02-01,16594,24.51, 60 months,G,RENT,credit_card,61298.0,0.0,720,Fully Paid
2019-02-01,28282,17.22, 60 months,E,RENT,debt_consolidation,100795.0,14.82,621,Charged Off
2019-02-01,24222,6.6, 36 months,B,MORTGAGE,debt_consolidation,119769.0,16.1,762,Fully Paid
2019-02-01,4851,17.13, 36 months,E,MORTGAGE,debt_consolidation,86743.0,32.63,695,Fully Paid
2019-02-01,13466,13.82, 36 months,D,MORTGAGE,debt_consolidation,114409.0,16.26,767,Charged Off
2019-02-01,20777,7.13, 36 months,B,MORTGAGE,debt_consolidation,74921.0,13.42,684,Fully Paid
2019-02-01,9342,13.41, 36 months,C,MORTGAGE,home_improvement,67708.0,9.54,683,Fully Paid
2019-02-01,19887,5.0, 36 months,A,MORTGAGE,credit_card,103394.0,18.49,766,Fully Paid
2019-02-01,14271,19.42, 36 months,E,RENT,debt_consolidation,92985.0,26.25,644,Fully Paid
2019-02-01,34287,16.21, 60 months,E,MORTGAGE,debt_consolidation,23987.0,11.66,768,Charged Off
2019-02-01,17373,11.48, 36 months,C,OWN,other,103873.0,12.52,804,Fully Paid
2019-02-01,21341,5.0, 36 months,A,MORTGAGE,other,63870.0,16.99,634,Fully Paid
2019-02-01,20688,18.65, 36 months,E,RENT,debt_consolidation,65765.0,17.99,721,Charged Off
2019-02-01,10187,15.3, 60 months,D,MORTGAGE,small_business,63911.0,12.6,623,Charged Off
2019-02-01,7228,13.26, 60 months,D,RENT,debt_consolidation,90474.0,25.45,768,Fully Paid
2019-02-01,22069,11.84, 60 months,C,MORTGAGE,debt_consolidation,15000.0,15.11,783,Charged Off
2019-02-01,34214,8.25, 60 months,B,MORTGAGE,home_improvement,77700.0,9.53,635,Fully Paid
2019-02-01,33260,13.63, 36 months,C,RENT,credit_card,84715.0,19.02,617,Fully Paid
2019-02-01,12667,5.0, 36 months,A,OWN,small_business,79378.0,18.48,694,Fully Paid
2019-02-01,8523,5.0, 36 months,B,RENT,credit_card,65477.0,39.52,849,Fully Paid
2019-02-01,1028,7.8, 60 months,B,RENT,other,61598.0,0.0,679,Fully Paid
2019-02-01,12790,5.0, 36 months,A,MORTGAGE,credit_card,54472.0,23.0,783,Fully Paid
2019-02-01,15674,16.54, 36 months,E,OWN,debt_consolidation,86489.0,14.9,769,Fully Paid
2019-02-01,29843,5.0, 36 months,A,RENT,credit_card,65242.0,17.86,746,Fully Paid
2019-02-01,7850,14.86, 60 months,E,MORTGAGE,debt_consolidation,56963.0,16.41,846,Fully Paid
2019-02-01,12815,5.0, 36 months,A,OWN,small_business,75603.0,24.18,780,Fully Paid
2019-03-01,29703,18.06, 60 months,E,RENT,other,61896.0,8.61,655,Charged Off
2019-03-01,33046,6.32, 36 months,B,MORTGAGE,credit_card,95755.0,21.57,816,Fully Paid
2019-03-01,17009,9.0, 36 months,B,RENT,credit_card,52945.0,7.34,633,Charged Off
2019-03-01,5776,13.25, 36 months,C,MORTGAGE,credit_card,55195.0,13.47,671,Fully Paid
2019-03-01,12374,14.71, 36 months,C,MORTGAGE,debt_consolidation,58207.0,28.94,607,Fully Paid
2019-03-01,8511,16.89, 36 months,E,RENT,debt_consolidation,106579.0,17.65,663,Fully Paid
2019-03-01,22432,14.03, 36 months,D,RENT,credit_card,71494.0,16.78,691,Fully Paid
2019-03-01,14506,18.09, 36 months,F,OWN,debt_consolidation,35031.0,14.42,777,Fully Paid
2019-03-01,13610,15.3, 36 months,D,RENT,debt_consolidation,29800.0,8.31,691,Fully Paid
2019-03-01,24928,15.49, 36 months,D,RENT,credit_card,86453.0,18.56,703,Fully Paid
2019-03-01,23003,16.28, 36 months,E,OWN,debt_consolidation,57516.0,14.92,804,Fully Paid
2019-03-01,6791,5.0, 60 months,A,RENT,home_improvement,119724.0,20.97,719,Fully Paid
2019-03-01,9583,11.96, 36 months,C,MORTGAGE,debt_consolidation,75170.0,23.86,665,Fully Paid
2019-03-01,26705,20.88, 60 months,F,RENT,debt_consolidation,78098.0,8.76,639,Fully Paid
2019-03-01,25255,13.53, 36 months,C,RENT,debt_consolidation,69295.0,27.79,651,Fully Paid
2019-03-01,18071,5.0, 36 months,A,RENT,other,69047.0,0.0,808,Fully Paid
2019-03-01,29532,11.02, 36 months,C,RENT,credit_card,25017.0,0.0,827,Fully Paid
2019-03-01,32080,15.78, 36 months,E,MORTGAGE,other,55848.0,4.36,768,Fully Paid
2019-03-01,7753,14.46, 60 months,D,RENT,credit_card,93512.0,23.59,719,Fully Paid
2019-03-01,15828,10.76, 36 months,C,MORTGAGE,debt_consolidation,69523.0,14.7,810,Fully Paid
2019-03-01,27415,5.0, 36 months,A,MORTGAGE,debt_consolidation,42672.0,19.15,826,Fully Paid
2019-03-01,11268,15.09, 36 months,D,OWN,home_improvement,86123.0,21.73,741,Fully Paid
2019-03-01,18765,5.0, 36 months,A,RENT,home_improvement,27971.0,4.5,784,Fully Paid
2019-03-01,22484,24.77, 36 months,G,MORTGAGE,small_business,77399.0,8.59,749,Fully Paid
2019-03-01,7058,13.1, 60 months,D,OWN,home_improvement,76907.0,21.15,795,Fully Paid
2019-03-01,3124,17.95, 36 months,F,OWN,debt_consolidation,121356.0,18.06,766,Fully Paid
2019-03-01,7102,5.0, 36 months,A,MORTGAGE,credit_card,80485.0,13.97,710,Fully Paid
2019-03-01,14254,5.0, 36 months,A,RENT,home_improvement,91689.0,7.55,669,Fully Paid
2019-03-01,34980,25.61, 60 months,G,MORTGAGE,debt_consolidation,84365.0,17.82,712,Charged Off
2019-03-01,13847,13.82, 36 months,D,RENT,debt_consolidation,49774.0,24.71,819,Fully Paid
2019-03-01,1771,25.05, 36 months,G,RENT,home_improvement,74606.0,11.51,623,Fully Paid
2019-03-01,4181,10.56, 36 months,C,RENT,other,142368.0,16.21,834,Fully Paid
2019-04-01,30138,14.2, 36 months,D,MORTGAGE,debt_consolidation,72324.0,13.44,757,Fully Paid
2019-04-01,22380,11.73, 36 months,C,MORTGAGE,debt_consolidation,82036.0,8.81,775,Fully Paid
2019-04-01,33553,8.08, 36 months,B,RENT,debt_consolidation,32120.0,32.23,656,Charged Off
2019-04-01,11296,10.34, 60 months,C,RENT,debt_consolidation,112300.0,22.57,843,Fully Paid
2019-04-01,11355,11.91, 36 months,C,MORTGAGE,small_business,112731.0,3.39,732,Fully Paid
